道路名称,路龄,车道面积,前一年pci,当年pci,总钱数,道路属性,年份
永定门内大街,13,55249.7,85.49,88.48,1.3581,主干路,2019
张仪村路,13,37538.5,89.36,83.95,14.5093,主干路,2019
中关村大街,13,31326,89.21,81.11,0.6399,主干路,2019
中关村南大街,13,123742.9,85.52,82.79,122.2356,主干路,2019
王府井大街,13,27074.2,84.37,86.28,65.5096,次干路,2019
羊坊店路,13,21165,100,87.27,0.059,次干路,2019
永定路,13,41661.1,85.26,84.05,3.8636,次干路,2019
永定路,13,64748,86.78,87.51,439.8382961,次干路,2019
周口店路,13,30857,82.63,83.7,51.2462,次干路,2019
周口店路,13,16577,80.11,82.97,4.02176,次干路,2019
安翔北路,13,30698,78.45,73.1,19.854151,主干路,2019
动物园路,13,19717.8,89.54,83.87,9.52007,主干路,2019
黑泉路（林萃路）,13,49568,83.17,78.66,11.73005,主干路,2019
红坊路,13,39434.5,91.99,82.96,45.846206,主干路,2019
蓝靛厂北路,13,41524.1,86.86,83.8,44.242764,主干路,2019
蓝靛厂南路,13,23384.2,87.36,89.95,0.6066,主干路,2019
南新华街,13,129150.8,88.2,90.68,36.771339,主干路,2019
清华东路,13,57686.2,95.57,91.25,40.2059,主干路,2019
上庄大街,13,259200,92.17,87.76,67.70303653,主干路,2019
辛店路（辛店村路东延）,13,105847,82.59,89.2,428.2179,主干路,2019
北苑路北段,13,63748,95.57,84.67,23.3863,主干路,2019
宣武门西大街,13,43960.1,85.19,77.82,67.9696,主干路,2019
北坞村路,13,92646.2,91.77,87.8,17.82473433,次干路,2019
阜石路,13,44090,88.31,87.87,108.49613,快速路,2019
阜石路,13,50940,82.38,81.6,20.1147,快速路,2019
阜石路,13,33134.2,84.25,89.9,108.1676,快速路,2019
北京站前街,13,19596,84.59,90.03,9.545204,主干路,2019
北苑路,13,33910,86.44,83.82,1.3767,主干路,2019
朝阳门外大街,13,116272,82.19,78.63,18.49752,主干路,2019
崇文门东大街,13,36132,84.51,81.66,7.17419,主干路,2019
阜通东大街,14,27311.25,92.56,93.46,0.764469,主干路,2019
机场辅路,14,65842.6,82.35,83.37,93.96774,主干路,2019
农展馆南路,14,85220.7,85.75,78.06,1.37361,主干路,2019
人民大会堂西侧路,14,112338,81.34,85.42,34.021466,主干路,2019
太阳宫南街（北土城东路东延）,14,50385,86.1,80.51,1.982688,主干路,2019
天坛东路,14,70854.5,90.71,85,25.60742,主干路,2019
右安门内大街,14,334809,86.57,86.72,1133.3715,主干路,2019
北纬路,14,131269.75,87.34,88.78,131.933258,次干路,2019
方庄路,14,34475,91.77,88.93,0.36714,次干路,2019
芳古路,15,21450,79.98,76.4,0,次干路,2019
京原路,15,61649,89.48,88.56,0.6156,次干路,2019
卢沟桥路,15,23596.75,85.8,84.48,0.493529,次干路,2019
苏州街路,15,23520.8,80.6,90.22,53.835967,次干路,2019
新源南路,15,55594,90.23,80.49,17.02024,次干路,2019
丰北路,15,83490,70.74,74.37,127.15839,快速路,2019
通惠河北路主路,15,50296,81.06,83.7,80.9019,快速路,2019
朝阳路,16,34028,95.08,93.03,0.1477,主干路,2019
广渠路,16,57420.3,95.19,96.6,3.3102,主干路,2019
广渠路,16,15289.5,82.54,83.14,12.15321,主干路,2019
广渠门外大街,16,1239.5,68.86,81.81,19.44194,主干路,2019
惠新西街,16,402177.1,71.01,84.57,154.429,主干路,2019
科荟路,16,41702,86.16,80.29,98.806,主干路,2019
松榆南路,16,20532,85.46,86.79,37.0707,主干路,2019
太平桥大街,16,25839.7,85.46,82.29,7.8755,主干路,2019
西大望路,16,16935,86.86,89.4,35.788,主干路,2019
石板房南路（辛店村路西延）,16,36480,88.33,87.15,193.964496,主干路,2019
赵登禹路,16,94500,85.03,79.86,45.25286,主干路,2019
南大红门路,16,3660,84.62,84.66,22.929551,次干路,2019
南苑东路,16,12328.5,100,100,0.277465,次干路,2019
奥林东路,16,12657.4,96.74,98.56,3.2927,主干路,2019
朝阳路,16,202331.3,85.97,90.15,234.4125,主干路,2019
旱河路,16,27987.3,88.28,76.76,9.763,主干路,2019
玲珑路,16,52804.29,89.87,86.08,364.48455,主干路,2019
鲁谷东路,16,48751.22,89.87,88.87,6.930937,主干路,2019
马家堡西路,16,16775,85.56,90.25,20.95555,主干路,2019
南苑路,16,56649.8,85.67,82.22,1.1025,主干路,2019
玉泉路,16,159394.5,80.89,76.57,77.15,主干路,2019
皂君庙路,16,75870,96.85,93.58,39.9184,主干路,2019
京承联络线主路,16,68921,88.82,93.72,2.9908,快速路,2019
阜通东大街,16,58399.2,92.04,92.39,309.2555,主干路,2019
京承路右侧辅路,16,17850.1,81.19,84.98,23.34757,主干路,2019
京承路左侧辅路,16,22890,85.76,95.79,0,主干路,2019
开阳路,16,42411.4,100,97.57,10.8285,主干路,2019
小屯路,16,20376,92.26,93.76,11.4992,主干路,2019
永定门外大街,16,20742.8,80.13,81.85,1.95597,主干路,2019
北辛安路,16,36070,84.87,81.49,0,主干路,2019
北苑东路,16,53021.2,70.63,58.26,0,主干路,2019
菜户营南路右辅路,16,100362.8,68.6,64.31,3.9967,主干路,2019
菜户营南路左辅路,16,100362.8,89.15,85.27,2.7367,主干路,2019
朝阳北路,16,43547,92.09,93.5,0.9463,主干路,2019
朝阳公园南路,16,74403,87.3,93.06,13.8527,主干路,2019
朝阳门内大街,16,73991.5,91.26,91.72,225.3464,主干路,2019
朝阳门外大街,16,27428.4,90.7,91.18,36.5622,主干路,2019
崇文门西大街,16,15917.4,89.17,85.06,97.257484,主干路,2019
长春桥路,16,30817,71.13,83.9,318.36071,主干路,2019
大灰厂路,16,29213,83.76,85.18,22.68048,主干路,2019
东北城角联络线右侧辅路,16,21322.7,85.49,82.68,22.17108,主干路,2019
东北城角联络线左侧辅路,16,15157,92.9,88.16,29.42996,主干路,2019
东直门外斜街,16,9926,79.96,82.94,0.1477,主干路,2019
二环路内环辅路（建国门桥-建国门桥）,16,20349,90.18,98.07,0.0517,主干路,2019
二环路外环辅路,16,18411,97.48,97.48,1.7037,主干路,2019
丰北路右侧辅路,16,23100,86.15,86.91,19.82739,主干路,2019
丰北路左侧辅路,16,117356.5,86.15,79.65,2.6797,主干路,2019
东大街（丰台东大街）,16,62056,72.12,83.24,20.207,主干路,2019
阜通西大街,16,63867,85.2,84.65,36.8922,主干路,2019
复兴路,16,37230.307,85.12,85.26,24.387761,主干路,2019
复兴门内大街,16,22759.1,85.79,89.59,2.440004,主干路,2019
复兴门外大街,16,18365,87.96,88.16,31.296756,主干路,2019
鼓楼外大街,16,105362.9,87.06,86.89,19.52948,主干路,2019
广安路,16,8505.9,100,98.82,0.52961,主干路,2019
广场西侧路,16,46400,79.68,79.74,22.80386,主干路,2019
红军营南路,16,59846.4,76.84,79.44,4.0037,主干路,2019
湖光中街,16,26938.8,77.39,76.09,7.33858,主干路,2019
花园东路,16,8832,76.13,75.73,2.315,主干路,2019
化工路北段,16,32341.1,69.06,74.65,19.8195,主干路,2019
化工路南段,16,25787.5,85.58,100,59.5823,主干路,2019
黄康路（黄楼路）,16,104639.2,86.07,86.75,12.5664,主干路,2019
惠新西街,16,8020,89.98,85.27,0,主干路,2019
建国路,16,24779.3,83.48,85.09,0.56283,主干路,2019
建国门内大街,16,21694.3,86.68,100,8.470264,主干路,2019
建国门外大街,16,30512.1,84.26,90.03,12.8684,主干路,2019
交道口东大街,16,6820.4,89.37,90.2,6.438,主干路,2019
金顶西街,16,57311,88.42,87.54,19.718584,主干路,2019
京开路右辅路,16,35528.8,88.42,90.08,87.9592,主干路,2019
京开路左辅路,16,28597.3,84.93,84.26,0,主干路,2019
G4辅路（京石右侧辅路）,16,49722.12,81.05,88.24,0,主干路,2019
G4辅路（京石左侧辅路）,16,67534.6,92.57,98.09,18.75887,主干路,2019
京通快速路辅路,16,52993.5,93.87,89.59,24.713064,主干路,2019
酒仙桥路,16,49510.2,84.06,88.03,24.65934,主干路,2019
酒仙桥路,16,6068.2,83.45,89.03,0,主干路,2019
科技大道,16,8372.3,88.92,82.56,24.61365,主干路,2019
丽泽路,16,164853,85.69,88.86,25.52388,主干路,2019
莲花池东路右辅路（天宁寺桥-莲花桥）,16,9316,84.4,84.49,0.2585,主干路,2019
莲花池东路左辅路（天宁寺桥-莲花桥）,16,23088,89.64,93.56,0.0422,主干路,2019
莲花池东路左辅路（南沙窝桥-京原立交东）,16,1198.5,85.21,87.04,0.0211,主干路,2019
莲花池东路左辅路（南沙窝桥-京原立交东）,16,5910,86.42,83.18,0.1477,主干路,2019
鲁谷东街（北段）,16,3480,90.8,96.17,0.0475,主干路,2019
马家堡东路,16,200,88.02,85.04,0.0211,主干路,2019
茂林居西路（北蜂窝北路）,16,530,88.02,100,0.0211,主干路,2019
南宫南路,16,2957.4,88.02,97.24,0,主干路,2019
南磨房路,16,19788,88.02,97.17,0,主干路,2019
农大南路,16,68927.3,88.02,73.27,95.8856,主干路,2019
前门大街,16,80952,88.02,90.48,55.0104,主干路,2019
前门东大街,16,16779,88.02,95.86,31.8697,主干路,2019
前门西大街,16,22318.8,88.02,100,199.2963,主干路,2019
青年路,16,143179.9,88.02,84.97,255.6464,主干路,2019
人民大会堂南侧路,16,4309,88.02,88.83,2.144,主干路,2019
三环路内环辅路（莲花桥-新兴桥）,16,7009,84.38,88.35,5.72662,主干路,2019
三环路外环辅路,16,17564,80.65,86.65,4.11,主干路,2019
三里河路（西外大街-阜成门外大街）,16,31555,84.25,87.16,105.557639,主干路,2019
三里河路（月坛南街-复兴门外大街）,16,36612.25,83.73,81.94,53.855577,主干路,2019
首体南路,16,31121.7,87.26,83.45,6.2651,主干路,2019
双龙路,16,11773,70.21,70.51,3.49396,主干路,2019
通惠河北路右侧辅路,16,13840,86.29,82.68,0,主干路,2019
通惠河北路左侧辅路,16,13841,88.03,77.19,75.1036,主干路,2019
万丰路,16,38938.7,82.94,77.17,0.4748,主干路,2019
万泉河路右侧辅路,16,20287.5,87.97,82.25,23.4551,主干路,2019
万泉河路左侧辅路,16,35310,93.36,92.22,18.6322,主干路,2019
阜安路（望京新干线）,16,88297.2,88.27,89.82,1.76396,主干路,2019
魏公村路,16,27637.7,90.15,91.77,11.81946,主干路,2019
温阳路,16,9518,87.76,85.73,5.595302,主干路,2019
五环辅路（荣华北路-京沪右辅路）,16,15000,83.91,81.58,27.928797,主干路,2019
五环辅路（大羊坊路-博大路）,16,93131,88.44,86.61,8.5244,主干路,2019
五环辅路（大羊坊桥西侧-大羊坊桥东侧）,16,12175.6,81.83,86.82,22.9871,主干路,2019
五环辅路（平房路-姚家园路）,16,7956,76.06,77.01,0.021,主干路,2019
五环辅路（平房路-姚家园路）,16,109200,78.07,81.4,28.409313,主干路,2019
五环辅路（平房村-姚家园路）,16,70669,78.07,86.24,241.99725,主干路,2019
五环辅路（五环平房桥道路1号-姚家园路）,16,41920,89.35,78,1.63525,主干路,2019
五环辅路（王四营仓库-京沈北侧辅路）,16,13584,90.72,91.18,0.3144,主干路,2019
五环辅路（明渠-京沈北侧辅路）,16,15408,86.59,85.83,7.2035,主干路,2019
五环辅路（北苑东路-八达岭高速辅路）,16,25726,68.2,76.24,7.051,主干路,2019
五环辅路（顾庄过街桥-八达岭高速辅路）,16,18088,82.75,90.96,33.629544,主干路,2019
五四大街,16,69303.3,87.88,86.71,35.787209,主干路,2019
西大望路（朝阳北路-朝阳路）,16,17517,79.42,77.63,0.28094,主干路,2019
西大望路（朝阳路-松榆南路）,16,18273.5,87.58,86.45,1.9417,主干路,2019
西四东大街,16,72098.1,97.28,97.94,31.839745,主干路,2019
西五环中路（京原路）,16,149016,84.23,87.68,0.332747,主干路,2019
西直门内大街,16,34967.3,82.6,89.08,18.782701,主干路,2019
西直门外大街右侧辅路,16,226521.73,83.06,80.2,19.354484,主干路,2019
西直门外大街左侧辅路,16,7999,85.06,84.13,9.046,主干路,2019
霄云路,16,20218.2,92.83,89.62,21.8268,主干路,2019
小府路,16,20617,92.28,91.85,43.5904,主干路,2019
新街口北大街,16,12003.5,90.73,89.11,0.042,主干路,2019
新康路,16,112080,89.9,91.69,131.18715,主干路,2019
星火西路,16,10765,93.47,88.38,0.967,主干路,2019
宣武门东大街,16,5891.5,76.16,80.57,4.108,主干路,2019
宣武门外大街,16,28968,69.52,83.08,3.28316,主干路,2019
学清路,16,13558.5,91.15,82.56,70.0431,主干路,2019
学院路,16,5957,77.06,74.89,2.56365,主干路,2019
学院路,16,44150.2,99.46,97.17,2.9508,快速路,2019
学院路右侧辅路,16,33554.7,81.83,80.02,100.7727,主干路,2019
学院路左侧辅路,16,29449.5,89.96,83.34,0.312,主干路,2019
姚家园路(姚家园新路）,16,25872,83.88,89.34,0.9999,主干路,2019
樱花园东街,16,6883,92.83,83.57,0.2849,主干路,2019
裕民中路,16,5653.5,82.64,77.69,0.0844,主干路,2019
圆明园东路,16,22755.9,88.3,84.3,1.1289,主干路,2019
圆明园西路,16,13573,83.68,86.26,0.622,主干路,2019
远大路,16,23470,87.56,87.55,43.733,主干路,2019
展览馆路（西外南街-车公庄大街）,16,12960,87.58,85.37,0.0844,主干路,2019
展览馆路（百万庄大街-阜成门外大街）,16,21578,87.06,84.17,9.77791,主干路,2019
张自忠路,16,22184,87.06,95.09,9.4783,主干路,2019
志新东路（花园东路）,16,17186,87.06,98.71,5.8293,主干路,2019
紫竹院路（紫竹桥-车道沟桥）,16,23947,80.09,85.9,59.47,主干路,2019
紫竹院路右侧辅路,16,12420,88.39,88.39,13.3833,主干路,2019
紫竹院路左侧辅路,16,14209,98.44,99.01,3.62461,主干路,2019
梅市口路,16,18263.8,89.11,89.75,483.427,主干路,2019
园博园南路,16,81073,92.29,84.7,121.0103,主干路,2019
北宫路,16,22608,91.83,86.04,0.7913,主干路,2019
园博大道,16,117600,93.51,85.21,21.74669,主干路,2019
北长街,16,7250,90.89,82.72,1.969,次干路,2019
北京站东街,16,45844,80.06,67.96,5.218,次干路,2019
北京站西街,16,8214,99.86,92.38,9.0076,次干路,2019
北新华街,16,3610.5,100,96.39,4.6387,次干路,2019
长青路,16,29120,86.46,97.66,0.07,次干路,2019
地安门外大街,16,4200.2,100,98.79,18.37656,次干路,2019
东安门大街,16,5845.7,82.96,76.98,12.39007,次干路,2019
东南五环南侧路,16,21223.8,90.17,85.82,14.808444,次干路,2019
东四西大街,16,36298,82.02,82.76,3.0762,次干路,2019
大灰厂东路（杜家坎铁路立交）,16,16701,89.95,92.37,178.82998,次干路,2019
垡头路（垡头南路）,16,15695.5,84.03,82.42,1.239,次干路,2019
芳园西路,16,37084,96.2,94.26,137.37635,次干路,2019
府右街,16,1632,86.99,83.89,0.006,次干路,2019
阜荣街（望京中一街）,16,24626.8,92.9,93.42,0.7543,次干路,2019
工人体育场南路1,16,22945,79.95,85.46,19.7542,次干路,2019
工人体育场南路2,16,6721,88.2,79.5,28.4627,次干路,2019
工人体育场南路3,16,5451,84.76,79.94,26.3196,次干路,2019
鼓楼东大街,16,21006,66.4,76.22,12.66992,次干路,2019
广场东侧路,16,15220,99.62,97.07,1.39049,次干路,2019
广顺北大街北段,16,17344.1,79.29,77,0,次干路,2019
荷清路（大石桥道路）,16,126595,100,100,10.0857,次干路,2019
红军营东路,16,4060,86.36,87.65,33.51,次干路,2019
交道口南大街,16,147671.2,69.58,80.98,85.4953,次干路,2019
金宝街,16,31856.2,71.33,83.26,1.6036,次干路,2019
金鱼胡同,16,75120,84.82,83.14,2.64805,次干路,2019
京原路,16,6540.8,85.65,85.9,1.7625,次干路,2019
景山前街,16,8136,83.21,80.42,46.4423,次干路,2019
来广营东路,16,15461,84.2,85.28,23.5024,次干路,2019
利泽西街,16,7925,96.32,91.33,0,次干路,2019
槐房西路（马家堡西路南延）,16,9813,76.19,95.19,1.5667,次干路,2019
美术馆东街,16,10898.6,84.34,83.23,0.7227,次干路,2019
闵庄路,16,52980,93.18,90.96,2.3695,次干路,2019
南长街,16,60398,78.38,69.84,0.8187,次干路,2019
闹市口北街,16,45576,86.2,92.1,80.1387,次干路,2019
闹市口南街,16,61099,92.35,88.77,4.554692,次干路,2019
西局北街（人民村南路）,16,142458.1,86.15,81.63,42.87706,次干路,2019
六里桥南路（人民村中路）,16,16856.2,80.9,91.38,1.2142,次干路,2019
香山南路（射击场南路）,16,9662,88.36,80.24,0.0633,次干路,2019
太阳宫中路,16,10913,85.29,89.54,0.2357,次干路,2019
田村路,16,10632,81.53,98.68,5.928,次干路,2019
王府井大街,16,121102.9811,85.41,78.54,6.661752,次干路,2019
西二旗北路（东北旺北路东段）,16,124789.6233,73.82,75.55,5.819652,次干路,2019
西华门大街,4,46097,92.73,89.86,12.932471,次干路,2019
姚家园路,4,723374,95.53,97.31,11.0201,次干路,2019
月坛北街,4,122512,93.3,92.42,119.80095,次干路,2019
正义路东线,4,26564.5,94.04,95.78,0.0933,次干路,2019
正义路西线,4,63621,94.99,94.21,30.8364,次干路,2019
中环路,4,20427,88.76,87.07,2.80832,次干路,2019
京津塘连接线,4,34800,91.11,88.58,2.6953,快速路,2019
北辰路,4,144392,93.61,92.04,0.5634,主干路,2019
北苑路,4,143726.61,91.28,95.26,58.5785,主干路,2019
东蒲立交道路,4,148102,91.23,94.97,6.3114,主干路,2019
东苇路,4,24186,92.92,87.74,0,主干路,2019
东苇路（温榆河大道）,4,5130,87.58,72.12,0.46,主干路,2019
京良路,4,14829,84.48,80.46,41.2509,主干路,2019
酒仙桥路,4,8700,97.25,96.06,7.099408,主干路,2019
前门箭环路,4,17748,89.08,86.71,0.8883,主干路,2019
宣武门西大街,4,15060,91.87,87.05,1.3642,主干路,2019
北坞村路,4,7142.5,86.73,83.08,0.268,次干路,2019
中阿公社路1,4,20227.1,86.31,83.16,0.4262,次干路,2019
中阿公社路1,4,7410.8,91.97,84.71,0.0295,次干路,2019
珠市口东大街,4,14941,93.61,86.95,0.4916,主干路,2019
广渠门内大街,5,42032.7,97.26,86.58,27.790899,主干路,2019
车公庄大街,5,14770,95.68,94.03,0.489098,主干路,2019
车公庄西路,5,78489,93.17,92.45,31.09589,主干路,2019
永丰路,5,28240,99.15,90.28,0.22999,主干路,2019
香河园路,5,84052,95.49,94.97,16.89436,主干路,2019
静安西街,5,8130.3,94.09,86.85,1.8751,主干路,2019
柳芳北街,5,37142,97.73,93.43,0.0106,次干路,2019
雍和宫大街,6,20811.5,89.32,87.16,10.296304,主干路,2019
四环路内环辅路,6,136009,83.47,87.3,142.5702,主干路,2019
四环路外环辅路,6,21272.9,88.07,91.09,16.000579,主干路,2019
德外大街,6,79139,88.43,91.27,7.510293,快速路,2020
三环路（三元桥西-丽泽桥北）,6,77435.4,88.01,87.15,12.635335,主干路,2020
G6辅路（八达岭右侧辅路）,6,67368.8,96.48,92.13,0.849275,主干路,2020
德胜门外大街右侧辅路,6,69286.1,92.1,86.23,16.518242,主干路,2020
复兴路,6,67794.6,91.11,86.61,65.909212,主干路,2020
虎坊路,6,58981.3,92,93.33,4.434515,主干路,2020
来广营西路,6,74880,87.84,80.07,59.25497,主干路,2020
石景山路,6,21943,89.64,90.93,39.2759,主干路,2020
四环路内环辅路（东风北桥-小武基桥）,6,69732,87.75,84.12,9.1001,主干路,2020
四环路外环辅路（东风北桥-小武基桥）,6,35247,83.6,84.94,107.204,主干路,2020
西单北大街,6,16725.3,80.24,82.04,18.247324,主干路,2020
西单北大街,7,159643,87.13,90.04,72.05727,主干路,2020
西四北大街,7,33698.3,84.9,82.46,16.70015,主干路,2020
北池子大街,7,98343,93.77,90,19.518993,次干路,2020
北河沿北大街,7,86099.2,91.66,87.8,24.710445,次干路,2020
北河沿南大街,7,5700,77,81.45,2.71701,次干路,2020
地安门内大街,7,38643.82,81.26,84.92,44.59785,次干路,2020
鼓楼西大街,7,79669,84.52,90.94,47.6587,次干路,2020
旧鼓楼大街,7,22773,89.46,84.53,0.20678,次干路,2020
南河沿大街,7,62746,84.89,82.43,2.54255,次干路,2020
三环路外环辅路（丽泽桥-莲花桥）,8,69851.5,91.48,89.48,57.637344,主干路,2020
西土城路,8,64561.7,94.23,91.52,5.6717,主干路,2020
知春路,8,65938,89.67,87.18,194.87016,主干路,2020
建材城东路,8,60235.9,87.21,80.09,118.7415,次干路,2020
建材城西路,8,87091.1,90.52,83.2,2.2408,次干路,2020
南池子大街,8,97916.4,81.84,79.55,79.958137,次干路,2020
望京东路,8,88075,88.39,90.19,15.491301,主干路,2020
北蜂窝路,8,77109.6,92.77,89.99,10.150101,主干路,2020
朝阳路,9,57614,89.46,83.33,33.356228,主干路,2020
光明路,8,10986,92.51,83.04,0.8009,主干路,2020
三环路内环辅路（蓟门桥-安贞桥）,9,197472.5,88.47,86.28,110.6423,主干路,2020
三环路内环辅路（赵公口桥-玉泉营桥）,9,27816,88.09,82.17,41.6377,主干路,2020
三环路内环辅路（玉泉营桥-丽泽桥）,9,10440,92.81,82.42,6.94965,主干路,2020
三环路外环辅路（蓟门桥-安贞桥）,9,34381.3,91.95,85.19,29.83682,主干路,2020
三环路外环辅路（赵公口桥-玉泉营桥）,9,30100.8,88.59,87.79,28.23728,主干路,2020
三环路外环辅路（玉泉营桥-丽泽桥）,9,39356.5,79.75,84.78,51.2004,主干路,2020
上地西路,9,50252.1,89.66,85.62,216.8969,主干路,2020
体育馆路,9,43737.5,85,81.91,191.662153,主干路,2020
望京北路,9,18256.4,79.58,81.88,37.155,主干路,2020
新街口外大街,9,43130,82.77,81.23,73.147526,主干路,2020
美术馆后街,10,870062,86.82,89.44,108.1069,次干路,2020
阜成路·,10,118126.4,86.1,84.8,68.5928,主干路,2020
G4辅路（京石右侧辅路）,10,23584.8,88.78,83.18,19.2761,主干路,2020
三环路内环辅路（紫竹院桥-蓟门桥）,10,294330,86.1,86.25,39.7248,主干路,2020
三环路外环辅路（紫竹院桥-蓟门桥）,10,61289.3,81.64,81.94,15.1246,主干路,2020
杨庄大街,10,12975,94.46,82.18,0.5464,主干路,2020
卢沟桥南路,10,14310.1,92.22,86.31,10.2117578,主干路,2020
周口店路,10,41195.6,98.01,85.29,15.196106,次干路,2020
八家南北线,10,12528.4,88.14,86.01,5.989703,主干路,2020
西三旗东路,10,36066.7,81.08,81.76,17.625439,主干路,2020
菜市口大街,10,9252.3,87.97,86.63,113.58376,主干路,2020
工人体育场北路,10,468646.3,90.87,89.34,129.204714,主干路,2020
广安路,10,207217,90.87,89.34,7.6668,主干路,2020
G1辅路（京沈高速右辅路）,10,45360.6,89.63,87.9,2.0488,主干路,2020
G1辅路（京沈高速左辅路）,10,28312.8,88.86,87.02,1.2419,主干路,2020
石门路,10,208107,92.37,92.62,16.6,主干路,2020
三环内环辅路（安贞桥-燕莎桥）,10,337189,93.62,93.83,74.769848,主干路,2020
三环外环辅路（安贞桥-燕莎桥）,10,71308.9,75.1,70.3,35.286825,主干路,2020
信息路,11,33086,73.83,80.12,37.3856,主干路,2020
台基厂大街,11,87205.5,93.35,94.91,6.0464,支路,2020
二环路外环辅路（菜户营桥-小街桥）,11,44920.5,84.1,87.94,4.57824,主干路,2020
阜成门内大街,11,10658,92.82,81.5,0,主干路,2020
南蜂窝路,11,108806,92.35,89.26,3.5963,主干路,2020
三环路内环辅路（航天桥-紫竹院桥）,11,50653.8,87.48,82.89,184.7332,主干路,2020
三环路外环辅路（航天桥-紫竹院桥）,11,40080,88.52,84.7,34.513509,主干路,2020
三里河东路,11,84760,82.33,84.04,332.8879,主干路,2020
新东路,11,13692.5,81.22,82.85,0,主干路,2020
颐和园路,12,20249.2982,84.76,83.17,0.4579,主干路,2020
安定门大街,12,80694.4,96.31,95.26,0,主干路,2020
闵庄路,12,20268,100,100,0,次干路,2020
二环路（建国门桥-建国门桥）,12,229989.2,91.1,90.36,61.488766,主干路,2020
二环路外环辅路（小街桥-西便门桥）,12,236990.6,83.56,88.09,51.731745,主干路,2020
二环路外环辅路（广安门桥-莱户营桥）,12,16353,83.62,87.37,53.6939,主干路,2020
京密路（京顺路）,12,8744.5,88.31,91.73,0.6942,主干路,2020
酒仙桥路,12,14269.9,99.56,88.95,1.80405,主干路,2020
酒仙桥南路,12,242814.25,83.97,86.08,70.722499,主干路,2020
三环路内环辅路（燕莎桥-农展桥）,12,57460.55,84.42,78.87,9.655744,主干路,2020
三环路内环辅路（光华桥-劲松桥）,12,57460.55,90.53,88.64,2.907744,主干路,2020
三环路外环辅路（燕莎桥-农展桥）,12,12301.98,100,100,0.17724,主干路,2020
三环路外环辅路（光华桥-劲松桥）,12,83082.81,89.63,88.54,22.87472,主干路,2020
永定路,12,141018.2,84.4,85.14,49.51228,次干路,2020
阜石路辅路,12,169285.72,87.99,89.07,93.059165,主干路,2020
阜石路辅路,12,63039.4,86.98,89.83,46.239534,主干路,2020
阜石路辅路,12,64400,90.11,83.93,6.3864,主干路,2020
金榆路（温榆河大道）,12,115053.14,94.39,95.56,7.094045,主干路,2020
金榆路（温榆河大道）,12,271131.73,89.45,86.67,22.365068,主干路,2020
康营东路（温榆河大道）,12,29103,91.64,89.39,3.265617,主干路,2020
榴乡路（蒲黄榆路）,12,82599,87.62,87.58,24.122864,主干路,2020
阜石路,12,82351.8,84.55,83.39,67.298376,快速路,2020
阜石路,12,144684.05,84.6,82.62,42.92091,快速路,2020
阜石路,12,23324,82.76,85.45,74.512582,快速路,2020
杏石口路,12,36406.4,83.91,90.53,4.59,主干路,2020
北苑路北段,12,57151.5,85.24,85.6,22.00384,主干路,2020
东长安街,12,38815.18,86,82.59,8.621144,主干路,2020
京密路（京顺路）,12,66248,78.02,83.22,40.508052,主干路,2020
手帕口北街,12,130225.25,79.81,80.08,24.1375,主干路,2020
西长安街,13,30512,84.96,87.51,27.3449,主干路,2020
北湖渠路(鼎成路),13,16779,88.35,83.19,13.851836,主干路,2020
万寿路,13,34010,96.04,91.84,0.9157,主干路,2020
望京西路,13,61987,85.38,87.31,144.946054,次干路,2020
永定路,13,28800,92.17,85.35,159.5032,次干路,2020
北辰路,13,54746,84.78,84.99,3.9567,主干路,2020
广渠路,13,65126,91.4,86.02,10.834486,主干路,2020
广渠路,13,36000,82.47,82.13,156.55261,主干路,2020
前门大街,13,67160,87.82,86.84,15.800874,主干路,2020
四环路内环辅路（南沙窝桥-志新桥）,13,26725,88.46,87.09,50.96322,主干路,2020
四环路外环辅路（南沙窝桥-志新桥）,13,20521.9,80.75,78.15,5.7911,主干路,2020
西大望路,13,45043,92.23,90.14,61.260852,主干路,2020
东华门大街,13,38376,83.04,81.97,17.65658,次干路,2020
香山路,13,31120,82.33,77.78,15.714412,次干路,2020
安立路,13,14882.9,83.28,80.93,3.8908,主干路,2020
安立路,13,20252,76.18,80.15,0.306,主干路,2020
奥林西路,13,80467.9,80.35,84.78,92.0511835,主干路,2020
北辰东路,13,20676.6,78.79,79.11,31.8382,主干路,2020
北辰桥改造道路,13,52912,84.11,85.45,48.63795,主干路,2020
北辰西路,13,58939.4,83.17,84.65,10.9845,主干路,2020
北辰西路,13,90620,81.81,83.08,36.81269,主干路,2020
北土城东路,13,27633.8,86.42,86.55,17.645706,主干路,2020
大屯路,13,11500,78.14,82.81,15.3784,主干路,2020
高梁桥路,13,47514,76.64,72.61,147.35018,主干路,2020
和平里北街,13,14820,82.58,82.86,1.255239,主干路,2020
慧忠路,13,36918.72,97.48,97.95,0.47819,主干路,2020
机场二通道辅路,13,111047.5,83.07,80.64,24.467726,主干路,2020
姜庄路,13,79548.97,90.66,91.14,125.8845,主干路,2020
康辛路,13,73814.5,88.46,90.3,3.2683,主干路,2020
林萃路,13,168837.4,89.14,91.01,10.592834,主干路,2020
马连洼北路,13,31549,81.47,82.37,35.650192,主干路,2020
陶然亭路,13,57396.5,84.98,79.81,32.774696,主干路,2020
万寿路,13,60807.5,88.99,85.06,1.829,主干路,2020
