道路名称,年份,路龄,车行道小修金额,车行道零星金额,车行道中修金额,掘路修复金额,前一年pci,车道面积,道路属性_主干路,道路属性_次干路,道路属性_快速路,道路属性_支路,道路名称2,pred
2208,2022,13.0,0.0,0.0,0.0,0.0,88.04,108806.0,1.0,0.0,0.0,0.0,西长安街,82.21831769824027
2209,2022,13.0,0.0,0.0,0.0,0.0,77.52,50653.8,1.0,0.0,0.0,0.0,北湖渠路(鼎成路),79.18219249659776
2210,2022,13.0,0.0,0.0,0.0,0.0,93.13,40080.0,1.0,0.0,0.0,0.0,万寿路,83.0933999493122
2211,2022,13.0,0.0,0.0,0.0,0.0,87.76,84760.0,0.0,1.0,0.0,0.0,望京西路,81.975056517601
2212,2022,13.0,0.0,0.0,0.0,0.0,70.42,13692.5,0.0,1.0,0.0,0.0,永定路,76.89113797414304
2213,2022,13.999999999999998,0.0,0.0,0.0,0.0,86.55999999999999,20249.29821,1.0,0.0,0.0,0.0,北辰路,81.14200207650661
2214,2022,13.999999999999998,0.0,0.0,0.0,0.0,84.87,80694.4,1.0,0.0,0.0,0.0,广渠路,81.09419077473878
2215,2022,13.999999999999998,0.0,0.0,0.0,0.0,84.87,80694.4,1.0,0.0,0.0,0.0,广渠路,81.09419077473878
2216,2022,13.999999999999998,0.0,0.0,0.0,0.0,90.05,20268.0,1.0,0.0,0.0,0.0,前门大街,82.03796823990345
2217,2022,13.999999999999998,0.0,0.0,0.0,0.0,81.29,111034.19999999998,1.0,0.0,0.0,0.0,四环路内环辅路,80.37794537788629
2218,2022,13.999999999999998,0.0,0.0,0.0,0.0,77.63,118035.57909999999,1.0,0.0,0.0,0.0,四环路外环辅路,79.4996085832119
2219,2022,13.999999999999998,0.0,0.0,0.0,0.0,72.38,16353.0,1.0,0.0,0.0,0.0,西大望路,77.52328520798683
2220,2022,13.999999999999998,0.0,0.0,0.0,0.0,85.08,8744.5,0.0,1.0,0.0,0.0,东华门大街,80.60395062327385
2221,2022,13.999999999999998,0.0,0.0,0.0,0.0,84.8,14269.900000000001,0.0,1.0,0.0,0.0,香山路,80.56608257853983
2222,2022,13.999999999999998,0.0,0.0,0.0,0.0,83.07,242814.24999999997,1.0,0.0,0.0,0.0,安立路,81.65251399302481
2223,2022,13.999999999999998,0.0,0.0,0.0,0.0,83.07,242814.24999999997,1.0,0.0,0.0,0.0,安立路,81.65251399302481
2224,2022,13.999999999999998,0.0,0.0,0.0,0.0,99.08,57460.549999999996,1.0,0.0,0.0,0.0,奥林西路,84.59526664596795
2225,2022,13.999999999999998,0.0,0.0,0.0,0.0,68.52,72843.282,1.0,0.0,0.0,0.0,北辰东路,76.93422936046123
2226,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.73,12301.98,1.0,0.0,0.0,0.0,北辰桥改造道路,79.6029243889451
2227,2022,13.999999999999998,0.0,0.0,0.0,0.0,83.54,83082.81,1.0,0.0,0.0,0.0,北辰西路,80.77094865328073
2228,2022,13.999999999999998,0.0,0.0,0.0,0.0,83.54,83082.81,1.0,0.0,0.0,0.0,北辰西路,80.77094865328073
2229,2022,13.999999999999998,0.0,0.0,0.0,0.0,88.75,141018.2,1.0,0.0,0.0,0.0,北土城东路,82.46021986466646
2230,2022,13.999999999999998,0.0,0.0,0.0,0.0,92.55,169285.72,1.0,0.0,0.0,0.0,大屯路,83.60195961236953
2231,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.93,63039.4,1.0,0.0,0.0,0.0,高梁桥路,79.72712174350022
2232,2022,13.999999999999998,0.0,0.0,0.0,0.0,93.27,64400.0,1.0,0.0,0.0,0.0,和平里北街,83.14192739248276
2233,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.32,115053.14,1.0,0.0,0.0,0.0,慧忠路,79.90602237451075
2234,2022,13.999999999999998,0.0,0.0,0.0,0.0,68.79,271131.73,1.0,0.0,0.0,0.0,机场二通道辅路,78.2809368135333
2235,2022,13.999999999999998,0.0,0.0,0.0,0.0,84.41,29103.0,1.0,0.0,0.0,0.0,姜庄路,80.64861610257624
2236,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.36,82599.0,1.0,0.0,0.0,0.0,康辛路,79.96136616027354
2237,2022,13.999999999999998,0.0,0.0,0.0,0.0,95.54,144684.05,1.0,0.0,0.0,0.0,马连洼北路,84.21588660174608
2238,2022,13.999999999999998,0.0,0.0,0.0,0.0,86.86,23324.0,1.0,0.0,0.0,0.0,陶然亭路,81.23843772506713
2239,2022,13.999999999999998,0.0,0.0,0.0,0.0,79.89000000000001,36406.4,1.0,0.0,0.0,0.0,万寿路,79.5454605410099
2240,2022,13.999999999999998,0.0,0.0,0.0,0.0,80.38,57151.50000000001,1.0,0.0,0.0,0.0,北京西站南路(西客站南路),79.80325726497172
2241,2022,13.999999999999998,0.0,0.0,0.0,0.0,92.1,38815.18,1.0,0.0,0.0,0.0,小营西路,82.68178645145892
2242,2022,13.999999999999998,0.0,0.0,0.0,0.0,78.98,66248.0,1.0,0.0,0.0,0.0,永定门内大街,79.50749322915077
2243,2022,13.999999999999998,0.0,0.0,0.0,0.0,65.27,130225.25,1.0,0.0,0.0,0.0,张仪村路,76.5103965522051
2244,2022,15.0,0.0,0.0,0.0,0.0,84.52,30512.119470000005,1.0,0.0,0.0,0.0,三里河路,80.54552010262012
2245,2022,15.0,0.0,0.0,0.0,0.0,76.56,16779.0,1.0,0.0,0.0,0.0,五四大街,78.43324567252398
2246,2022,15.0,0.0,0.0,0.0,0.0,95.18,34010.0,1.0,0.0,0.0,0.0,地安门东大街,83.3091239567399
2247,2022,15.0,0.0,0.0,0.0,0.0,75.09,61987.0,1.0,0.0,0.0,0.0,地安门西大街,78.35780265742541
2248,2022,15.0,0.0,0.0,0.0,0.0,75.09,28800.0,1.0,0.0,0.0,0.0,东大桥路,78.14130342102051
2249,2022,15.0,0.0,0.0,0.0,0.0,85.76,54746.0,1.0,0.0,0.0,0.0,东四十条,81.01733202135563
2250,2022,15.0,0.0,0.0,0.0,0.0,91.3,65126.4,1.0,0.0,0.0,0.0,东直门外大街,82.50333724951743
2251,2022,15.0,0.0,0.0,0.0,0.0,76.0,36000.0,1.0,0.0,0.0,0.0,丰葆路,78.41746929013729
2252,2022,15.0,0.0,0.0,0.0,0.0,87.07,67160.0,1.0,0.0,0.0,0.0,阜成门外大街,81.43120030105113
2253,2022,15.0,0.0,0.0,0.0,0.0,86.21,26725.2,1.0,0.0,0.0,0.0,工人体育场东路,80.95393341743946
2254,2022,15.0,0.0,0.0,0.0,0.0,88.81000000000002,45043.0,1.0,0.0,0.0,0.0,平安里西大街,81.73736374998091
2255,2022,15.0,0.0,0.0,0.0,0.0,68.05,38376.0,1.0,0.0,0.0,0.0,蒲黄榆路,76.44697431325913
2256,2022,15.0,0.0,0.0,0.0,0.0,84.08,31120.0,1.0,0.0,0.0,0.0,太平街,80.43695259326695
2257,2022,15.0,0.0,0.0,0.0,0.0,84.78,14882.899999999998,1.0,0.0,0.0,0.0,天桥南大街,80.51177400708198
